,name_,event,inner_seq,side,PC,class
37,1410,,37,left,5,normal
38,1410,,38,left,0,normal
39,1410,,39,left,5,normal
40,1410,,40,left,1,normal
41,1410,,41,left,0,normal
42,1410,,42,left,0,normal
43,1410,,43,left,0,normal
44,1410,,44,left,0,normal
45,1410,,45,left,0,normal
46,1410,,46,left,0,normal
47,1410,,47,left,0,normal
48,1410,,48,left,0,normal
49,1410,,49,left,0,normal
50,1410,,50,left,1,normal
51,1410,,51,left,0,normal
52,1410,,52,left,5,normal
53,1410,,53,left,3,normal
54,1410,,54,left,6,normal
55,1410,,55,left,7,normal
56,1410,,56,left,1,normal
57,1410,,57,left,0,normal
58,1410,,58,left,0,normal
59,1410,,59,left,0,normal
60,1410,,60,left,3,normal
61,1410,,61,left,4,normal
62,1410,,62,left,7,normal
63,1410,,63,left,2,normal
64,1410,,64,left,13,normal
65,1410,,65,left,3,normal
66,1410,,66,left,3,normal
67,1410,,67,left,6,normal
68,1410,,68,left,0,normal
69,1410,,69,left,3,normal
70,1410,,70,left,1,normal
71,1410,,71,left,1,normal
72,1410,,72,left,0,normal
73,1410,,73,left,1,normal
74,1410,,74,left,0,normal
75,1410,,75,left,0,normal
76,1410,,76,left,0,normal
77,1410,,77,left,0,normal
78,1410,,78,left,2,normal
79,1410,,79,left,0,normal
80,1410,,80,left,0,normal
81,1410,,81,left,0,normal
82,1410,,82,left,0,normal
83,1410,,83,left,0,normal
84,1410,,84,left,0,normal
85,1410,,85,left,2,normal
86,1410,,86,left,1,normal
87,1410,,87,left,0,normal
88,1410,,88,left,0,normal
89,1410,,89,left,1,normal
90,1410,,90,left,6,normal
0,1910,,0,left,0,normal
1,1910,,1,left,0,normal
2,1910,,2,left,3,normal
3,1910,,3,left,4,normal
4,1910,,4,left,0,normal
5,1910,,5,left,0,normal
6,1910,,6,left,7,normal
7,1910,,7,left,0,normal
8,1910,,8,left,0,normal
9,1910,,9,left,0,normal
10,1910,,10,left,0,normal
11,1910,,11,left,0,normal
12,1910,,12,left,2,normal
13,1910,,13,left,0,normal
14,1910,,14,left,0,normal
15,1910,,15,left,0,normal
16,1910,,16,left,2,normal
17,1910,,17,left,0,normal
18,1910,,18,left,0,normal
19,1910,,19,left,0,normal
20,1910,,20,left,0,normal
21,1910,,21,left,0,normal
22,1910,,22,left,0,normal
23,1910,,23,left,0,normal
24,1910,,24,left,0,normal
25,1910,,25,left,0,normal
26,1910,,26,left,0,normal
27,1910,,27,left,0,normal
28,1910,,28,left,0,normal
29,1910,,29,left,0,normal
30,1910,,30,left,0,normal
31,1910,,31,left,0,normal
32,1910,,32,left,0,normal
33,1910,,33,left,0,normal
34,1910,,34,left,2,normal
35,1910,,35,left,13,normal
36,1910,,36,left,11,normal
37,1910,,37,left,0,normal
38,1910,,38,left,0,normal
39,1910,,39,left,0,normal
40,1910,,40,left,0,normal
41,1910,,41,left,0,normal
42,1910,,42,left,0,normal
43,1910,,43,left,0,normal
44,1910,,44,left,3,normal
45,1910,,45,left,7,normal
46,1910,,46,left,0,normal
47,1910,,47,left,0,normal
48,1910,,48,left,9,normal
49,1910,,49,left,3,normal
50,1910,,50,left,10,normal
51,1910,,51,left,9,normal
52,1910,,52,left,7,normal
53,1910,,53,left,0,normal
54,1910,,54,left,0,normal
55,1910,,55,left,0,normal
56,1910,,56,left,2,normal
57,1910,,57,left,0,normal
58,1910,,58,left,0,normal
59,1910,,59,left,0,normal
60,1910,,60,left,0,normal
61,1910,,61,left,2,normal
62,1910,,62,left,2,normal
63,1910,,63,left,6,normal
64,1910,,64,left,0,normal
65,1910,,65,left,10,normal
66,1910,,66,left,0,normal
67,1910,,67,left,6,normal
68,1910,,68,left,6,normal
69,1910,,69,left,4,normal
70,1910,,70,left,11,normal
71,1910,,71,left,15,normal
72,1910,,72,left,10,normal
73,1910,,73,left,3,normal
74,1910,,74,left,3,normal
75,1910,,75,left,0,normal
76,1910,,76,left,3,normal
77,1910,,77,left,0,normal
78,1910,,78,left,3,normal
79,1910,,79,left,4,normal
80,1910,,80,left,7,normal
81,1910,,81,left,0,normal
82,1910,,82,left,0,normal
83,1910,,83,left,7,normal
84,1910,,84,left,0,normal
85,1910,,85,left,7,normal
86,1910,,86,left,5,normal
87,1910,,87,left,4,normal
88,1910,,88,left,2,normal
89,1910,,89,left,0,normal
90,1910,,90,left,0,normal
91,1910,,91,left,5,normal
92,1910,,92,left,7,normal
93,1910,,93,left,5,normal
94,1910,,94,left,12,normal
95,1910,,95,left,1,normal
96,1910,,96,left,0,normal
97,1910,,97,left,0,normal
98,1910,,98,left,2,normal
99,1910,,99,left,0,normal
100,1910,,100,left,3,normal
101,1910,,101,left,2,normal
102,1910,,102,left,2,normal
103,1910,,103,left,0,normal
104,1910,,104,left,6,normal
105,1910,,105,left,4,normal
106,1910,,106,left,7,normal
107,1910,,107,left,14,normal
108,1910,,108,left,0,normal
109,1910,,109,left,2,normal
110,1910,,110,left,0,normal
111,1910,,111,left,0,normal
112,1910,,112,left,0,normal
113,1910,,113,left,0,normal
114,1910,,114,left,0,normal
0,201123,,0,left,0,normal
1,201123,,1,left,0,normal
2,201123,,2,left,0,normal
3,201123,,3,left,0,normal
4,201123,,4,left,0,normal
5,201123,,5,left,2,normal
6,201123,,6,left,1,normal
7,201123,,7,left,7,normal
8,201123,,8,left,3,normal
9,201123,,9,left,5,normal
10,201123,,10,left,4,normal
11,201123,,11,left,1,normal
12,201123,,12,left,0,normal
13,201123,,13,left,7,normal
14,201123,,14,left,0,normal
15,201123,,15,left,5,normal
16,201123,,16,left,7,normal
17,201123,,17,left,5,normal
18,201123,,18,left,7,normal
19,201123,,19,left,10,normal
20,201123,,20,left,12,normal
21,201123,,21,left,5,normal
22,201123,,22,left,6,normal
23,201123,,23,left,14,normal
24,201123,,24,left,10,normal
25,201123,,25,left,12,normal
26,201123,,26,left,10,normal
27,201123,,27,left,7,normal
28,201123,,28,left,4,normal
29,201123,,29,left,10,normal
30,201123,,30,left,5,normal
31,201123,,31,left,8,normal
32,201123,,32,left,12,normal
33,201123,,33,left,10,normal
34,201123,,34,left,5,normal
35,201123,,35,left,2,normal
36,201123,,36,left,6,normal
37,201123,,37,left,10,normal
38,201123,,38,left,8,normal
39,201123,,39,left,8,normal
40,201123,,40,left,11,normal
41,201123,,41,left,4,normal
42,201123,,42,left,6,normal
43,201123,,43,left,10,normal
44,201123,,44,left,4,normal
45,201123,,45,left,6,normal
46,201123,,46,left,2,normal
47,201123,,47,left,2,normal
48,201123,,48,left,1,normal
49,201123,,49,left,0,normal
50,201123,,50,left,0,normal
51,201123,,51,left,1,normal
52,201123,,52,left,15,normal
53,201123,,53,left,5,normal
54,201123,,54,left,3,normal
55,201123,,55,left,3,normal
56,201123,,56,left,4,normal
57,201123,,57,left,0,normal
58,201123,,58,left,0,normal
59,201123,,59,left,0,normal
60,201123,,60,left,0,normal
61,201123,,61,left,0,normal
62,201123,,62,left,0,normal
63,201123,,63,left,5,normal
64,201123,,64,left,2,normal
65,201123,,65,left,3,normal
66,201123,,66,left,2,normal
67,201123,,67,left,0,normal
68,201123,,68,left,3,normal
69,201123,,69,left,0,normal
70,201123,,70,left,4,normal
71,201123,,71,left,2,normal
72,201123,,72,left,5,normal
73,201123,,73,left,5,normal
74,201123,,74,left,2,normal
75,201123,,75,left,0,normal
76,201123,,76,left,1,normal
77,201123,,77,left,2,normal
78,201123,,78,left,7,normal
79,201123,,79,left,3,normal
80,201123,,80,left,2,normal
81,201123,,81,left,5,normal
82,201123,,82,left,0,normal
83,201123,,83,left,0,normal
84,201123,,84,left,0,normal
85,201123,,85,left,0,normal
86,201123,,86,left,8,normal
87,201123,,87,left,4,normal
88,201123,,88,left,2,normal
89,201123,,89,left,0,normal
90,201123,,90,left,0,normal
91,201123,,91,left,0,normal
0,201123_2,,0,left,2,normal
1,201123_2,,1,left,8,normal
2,201123_2,,2,left,8,normal
3,201123_2,,3,left,8,normal
4,201123_2,,4,left,12,normal
5,201123_2,,5,left,1,normal
6,201123_2,,6,left,5,normal
7,201123_2,,7,left,0,normal
8,201123_2,,8,left,7,normal
9,201123_2,,9,left,5,normal
10,201123_2,,10,left,6,normal
11,201123_2,,11,left,10,normal
12,201123_2,,12,left,4,normal
13,201123_2,,13,left,2,normal
14,201123_2,,14,left,9,normal
15,201123_2,,15,left,12,normal
16,201123_2,,16,left,8,normal
17,201123_2,,17,left,0,normal
18,201123_2,,18,left,6,normal
19,201123_2,,19,left,0,normal
20,201123_2,,20,left,0,normal
21,201123_2,,21,left,4,normal
22,201123_2,,22,left,0,normal
23,201123_2,,23,left,0,normal
24,201123_2,,24,left,2,normal
25,201123_2,,25,left,11,normal
26,201123_2,,26,left,4,normal
27,201123_2,,27,left,9,normal
28,201123_2,,28,left,12,normal
29,201123_2,,29,left,2,normal
30,201123_2,,30,left,5,normal
31,201123_2,,31,left,0,normal
32,201123_2,,32,left,1,normal
33,201123_2,,33,left,3,normal
34,201123_2,,34,left,2,normal
35,201123_2,,35,left,1,normal
36,201123_2,,36,left,5,normal
37,201123_2,,37,left,2,normal
38,201123_2,,38,left,0,normal
39,201123_2,,39,left,0,normal
40,201123_2,,40,left,0,normal
41,201123_2,,41,left,0,normal
42,201123_2,,42,left,0,normal
43,201123_2,,43,left,3,normal
44,201123_2,,44,left,4,normal
45,201123_2,,45,left,6,normal
46,201123_2,,46,left,3,normal
47,201123_2,,47,left,3,normal
48,201123_2,,48,left,6,normal
49,201123_2,,49,left,7,normal
50,201123_2,,50,left,3,normal
51,201123_2,,51,left,5,normal
52,201123_2,,52,left,8,normal
53,201123_2,,53,left,1,normal
54,201123_2,,54,left,0,normal
55,201123_2,,55,left,2,normal
56,201123_2,,56,left,5,normal
57,201123_2,,57,left,0,normal
58,201123_2,,58,left,1,normal
59,201123_2,,59,left,0,normal
60,201123_2,,60,left,0,normal
61,201123_2,,61,left,1,normal
62,201123_2,,62,left,1,normal
63,201123_2,,63,left,0,normal
64,201123_2,,64,left,7,normal
65,201123_2,,65,left,5,normal
66,201123_2,,66,left,4,normal
67,201123_2,,67,left,4,normal
68,201123_2,,68,left,4,normal
69,201123_2,,69,left,0,normal
70,201123_2,,70,left,0,normal
71,201123_2,,71,left,0,normal
72,201123_2,,72,left,0,normal
73,201123_2,,73,left,3,normal
74,201123_2,,74,left,2,normal
75,201123_2,,75,left,0,normal
76,201123_2,,76,left,5,normal
77,201123_2,,77,left,2,normal
78,201123_2,,78,left,0,normal
79,201123_2,,79,left,0,normal
80,201123_2,,80,left,0,normal
81,201123_2,,81,left,4,normal
82,201123_2,,82,left,0,normal
83,201123_2,,83,left,2,normal
84,201123_2,,84,left,0,normal
85,201123_2,,85,left,0,normal
86,201123_2,,86,left,4,normal
87,201123_2,,87,left,1,normal
88,201123_2,,88,left,13,normal
89,201123_2,,89,left,13,normal
90,201123_2,,90,left,2,normal
91,201123_2,,91,left,2,normal
92,201123_2,,92,left,0,normal
93,201123_2,,93,left,0,normal
94,201123_2,,94,left,0,normal
95,201123_2,,95,left,0,normal
96,201123_2,,96,left,0,normal
97,201123_2,,97,left,0,normal
98,201123_2,,98,left,0,normal
99,201123_2,,99,left,0,normal
100,201123_2,,100,left,0,normal
101,201123_2,,101,left,0,normal
102,201123_2,,102,left,0,normal
103,201123_2,,103,left,0,normal
104,201123_2,,104,left,0,normal
105,201123_2,,105,left,10,normal
0,3110,,0,left,0,normal
1,3110,,1,left,0,normal
2,3110,,2,left,0,normal
3,3110,,3,left,4,normal
4,3110,,4,left,0,normal
5,3110,,5,left,0,normal
6,3110,,6,left,0,normal
7,3110,,7,left,0,normal
8,3110,,8,left,0,normal
9,3110,,9,left,0,normal
10,3110,,10,left,0,normal
11,3110,,11,left,5,normal
12,3110,,12,left,5,normal
13,3110,,13,left,0,normal
14,3110,,14,left,0,normal
15,3110,,15,left,3,normal
16,3110,,16,left,5,normal
17,3110,,17,left,0,normal
18,3110,,18,left,0,normal
19,3110,,19,left,0,normal
20,3110,,20,left,0,normal
21,3110,,21,left,0,normal
22,3110,,22,left,0,normal
23,3110,,23,left,0,normal
24,3110,,24,left,0,normal
25,3110,,25,left,0,normal
26,3110,,26,left,2,normal
27,3110,,27,left,3,normal
28,3110,,28,left,8,normal
29,3110,,29,left,4,normal
30,3110,,30,left,7,normal
31,3110,,31,left,0,normal
32,3110,,32,left,0,normal
33,3110,,33,left,0,normal
34,3110,,34,left,3,normal
35,3110,,35,left,7,normal
36,3110,,36,left,0,normal
37,3110,,37,left,0,normal
38,3110,,38,left,0,normal
39,3110,,39,left,0,normal
40,3110,,40,left,2,normal
41,3110,,41,left,0,normal
42,3110,,42,left,10,normal
43,3110,,43,left,12,normal
44,3110,,44,left,0,normal
45,3110,,45,left,4,normal
46,3110,,46,left,4,normal
47,3110,,47,left,0,normal
48,3110,,48,left,0,normal
49,3110,,49,left,1,normal
50,3110,,50,left,0,normal
51,3110,,51,left,0,normal
52,3110,,52,left,4,normal
53,3110,,53,left,0,normal
54,3110,,54,left,4,normal
55,3110,,55,left,0,normal
56,3110,,56,left,0,normal
57,3110,,57,left,3,normal
58,3110,,58,left,6,normal
59,3110,,59,left,3,normal
60,3110,,60,left,0,normal
61,3110,,61,left,0,normal
62,3110,,62,left,10,normal
63,3110,,63,left,11,normal
64,3110,,64,left,2,normal
65,3110,,65,left,3,normal
66,3110,,66,left,0,normal
67,3110,,67,left,0,normal
68,3110,,68,left,0,normal
69,3110,,69,left,0,normal
70,3110,,70,left,0,normal
71,3110,,71,left,0,normal
72,3110,,72,left,0,normal
73,3110,,73,left,0,normal
74,3110,,74,left,0,normal
75,3110,,75,left,2,normal
76,3110,,76,left,9,normal
77,3110,,77,left,6,normal
78,3110,,78,left,16,normal
79,3110,,79,left,6,normal
80,3110,,80,left,4,normal
81,3110,,81,left,3,normal
82,3110,,82,left,10,normal
83,3110,,83,left,10,normal
84,3110,,84,left,6,normal
85,3110,,85,left,4,normal
86,3110,,86,left,9,normal
87,3110,,87,left,7,normal
88,3110,,88,left,0,normal
89,3110,,89,left,0,normal
0,020324,,0,right,0,normal
1,020324,,1,right,0,normal
2,020324,,2,right,0,normal
3,020324,,3,right,0,normal
4,020324,,4,right,0,normal
5,020324,,5,right,0,normal
6,020324,,6,right,4,normal
7,020324,,7,right,9,normal
8,020324,,8,right,5,normal
9,020324,,9,right,0,normal
10,020324,,10,right,1,normal
11,020324,,11,right,2,normal
12,020324,,12,right,1,normal
13,020324,,13,right,3,normal
14,020324,,14,right,0,normal
15,020324,,15,right,0,normal
16,020324,,16,right,0,normal
17,020324,,17,right,4,normal
18,020324,,18,right,0,normal
19,020324,,19,right,0,normal
20,020324,,20,right,4,normal
21,020324,,21,right,2,normal
22,020324,,22,right,2,normal
23,020324,,23,right,2,normal
24,020324,,24,right,4,normal
25,020324,,25,right,0,normal
26,020324,,26,right,0,normal
27,020324,,27,right,0,normal
28,020324,,28,right,2,normal
29,020324,,29,right,0,normal
30,020324,,30,right,2,normal
31,020324,,31,right,0,normal
32,020324,,32,right,1,normal
33,020324,,33,right,0,normal
34,020324,,34,right,0,normal
35,020324,,35,right,4,normal
36,020324,,36,right,5,normal
37,020324,,37,right,3,normal
38,020324,,38,right,3,normal
39,020324,,39,right,0,normal
40,020324,,40,right,3,normal
41,020324,,41,right,0,normal
42,020324,,42,right,3,normal
43,020324,,43,right,2,normal
44,020324,,44,right,0,normal
45,020324,,45,right,1,normal
46,020324,,46,right,0,normal
47,020324,,47,right,2,normal
48,020324,,48,right,7,normal
49,020324,,49,right,15,normal
50,020324,,50,right,12,normal
51,020324,,51,right,8,normal
52,020324,,52,right,8,normal
53,020324,,53,right,6,normal
54,020324,,54,right,12,normal
55,020324,,55,right,8,normal
56,020324,,56,right,0,normal
57,020324,,57,right,0,normal
58,020324,,58,right,4,normal
59,020324,,59,right,0,normal
60,020324,,60,right,0,normal
61,020324,,61,right,5,normal
62,020324,,62,right,11,normal
63,020324,,63,right,10,normal
64,020324,,64,right,6,normal
65,020324,,65,right,8,normal
66,020324,,66,right,8,normal
67,020324,,67,right,4,normal
68,020324,,68,right,9,normal
69,020324,,69,right,15,normal
70,020324,,70,right,7,normal
71,020324,,71,right,7,normal
72,020324,,72,right,10,normal
73,020324,,73,right,11,normal
74,020324,,74,right,10,normal
75,020324,,75,right,11,normal
76,020324,,76,right,10,normal
77,020324,,77,right,13,normal
78,020324,,78,right,15,normal
79,020324,,79,right,15,normal
80,020324,,80,right,5,normal
81,020324,,81,right,10,normal
82,020324,,82,right,5,normal
83,020324,,83,right,13,normal
84,020324,,84,right,8,normal
85,020324,,85,right,14,normal
86,020324,,86,right,9,normal
87,020324,,87,right,11,normal
88,020324,,88,right,13,normal
89,020324,,89,right,0,normal
90,020324,,90,right,0,normal
91,020324,,91,right,2,normal
0,030324,,0,right,0,normal
1,030324,,1,right,0,normal
2,030324,,2,right,0,normal
3,030324,,3,right,0,normal
4,030324,,4,right,0,normal
5,030324,,5,right,0,normal
6,030324,,6,right,0,normal
7,030324,,7,right,4,normal
8,030324,,8,right,0,normal
9,030324,,9,right,0,normal
10,030324,,10,right,0,normal
11,030324,,11,right,0,normal
12,030324,,12,right,0,normal
13,030324,,13,right,0,normal
14,030324,,14,right,0,normal
15,030324,,15,right,0,normal
16,030324,,16,right,0,normal
17,030324,,17,right,0,normal
18,030324,,18,right,0,normal
19,030324,,19,right,0,normal
20,030324,,20,right,0,normal
21,030324,,21,right,0,normal
22,030324,,22,right,1,normal
23,030324,,23,right,0,normal
24,030324,,24,right,0,normal
25,030324,,25,right,0,normal
26,030324,,26,right,0,normal
27,030324,,27,right,0,normal
28,030324,,28,right,7,normal
29,030324,,29,right,0,normal
30,030324,,30,right,0,normal
31,030324,,31,right,0,normal
32,030324,,32,right,6,normal
33,030324,,33,right,4,normal
34,030324,,34,right,6,normal
35,030324,,35,right,1,normal
36,030324,,36,right,0,normal
37,030324,,37,right,6,normal
38,030324,,38,right,6,normal
39,030324,,39,right,10,normal
40,030324,,40,right,4,normal
41,030324,,41,right,2,normal
42,030324,,42,right,0,normal
43,030324,,43,right,8,normal
44,030324,,44,right,0,normal
45,030324,,45,right,7,normal
46,030324,,46,right,17,normal
47,030324,,47,right,5,normal
48,030324,,48,right,6,normal
49,030324,,49,right,5,normal
50,030324,,50,right,6,normal
51,030324,,51,right,2,normal
52,030324,,52,right,2,normal
53,030324,,53,right,2,normal
54,030324,,54,right,2,normal
55,030324,,55,right,7,normal
56,030324,,56,right,9,normal
57,030324,,57,right,7,normal
58,030324,,58,right,3,normal
59,030324,,59,right,2,normal
60,030324,,60,right,6,normal
61,030324,,61,right,10,normal
62,030324,,62,right,9,normal
63,030324,,63,right,9,normal
64,030324,,64,right,2,normal
65,030324,,65,right,13,normal
66,030324,,66,right,1,normal
67,030324,,67,right,0,normal
68,030324,,68,right,0,normal
69,030324,,69,right,0,normal
70,030324,,70,right,0,normal
71,030324,,71,right,0,normal
72,030324,,72,right,0,normal
73,030324,,73,right,5,normal
74,030324,,74,right,1,normal
75,030324,,75,right,1,normal
76,030324,,76,right,2,normal
77,030324,,77,right,0,normal
78,030324,,78,right,0,normal
79,030324,,79,right,1,normal
80,030324,,80,right,1,normal
81,030324,,81,right,5,normal
82,030324,,82,right,0,normal
83,030324,,83,right,5,normal
84,030324,,84,right,4,normal
85,030324,,85,right,0,normal
86,030324,,86,right,0,normal
87,030324,,87,right,7,normal
88,030324,,88,right,4,normal
89,030324,,89,right,5,normal
90,030324,,90,right,0,normal
91,030324,,91,right,0,normal
0,040324,,0,right,0,normal
1,040324,,1,right,0,normal
2,040324,,2,right,0,normal
3,040324,,3,right,0,normal
4,040324,,4,right,0,normal
5,040324,,5,right,0,normal
6,040324,,6,right,1,normal
7,040324,,7,right,1,normal
8,040324,,8,right,0,normal
9,040324,,9,right,0,normal
10,040324,,10,right,0,normal
11,040324,,11,right,0,normal
12,040324,,12,right,0,normal
13,040324,,13,right,0,normal
14,040324,,14,right,0,normal
15,040324,,15,right,0,normal
16,040324,,16,right,0,normal
17,040324,,17,right,0,normal
18,040324,,18,right,0,normal
19,040324,,19,right,0,normal
20,040324,,20,right,0,normal
21,040324,,21,right,0,normal
22,040324,,22,right,0,normal
23,040324,,23,right,0,normal
24,040324,,24,right,0,normal
25,040324,,25,right,0,normal
26,040324,,26,right,0,normal
27,040324,,27,right,0,normal
28,040324,,28,right,0,normal
29,040324,,29,right,0,normal
30,040324,,30,right,0,normal
31,040324,,31,right,0,normal
32,040324,,32,right,0,normal
33,040324,,33,right,0,normal
34,040324,,34,right,0,normal
35,040324,,35,right,0,normal
36,040324,,36,right,0,normal
37,040324,,37,right,0,normal
38,040324,,38,right,0,normal
39,040324,,39,right,0,normal
40,040324,,40,right,0,normal
41,040324,,41,right,0,normal
42,040324,,42,right,0,normal
